date,sku_code,store_id,units_sold,revenue
2026-07-30,SKU-KEYBOARD,1,31,139469.0
2026-07-30,SKU-MONITOR,1,11,274989.0
2026-07-30,SKU-KEYBOARD,2,28,125972.0
2026-07-30,SKU-MONITOR,2,13,324987.0
2026-07-31,SKU-KEYBOARD,1,46,206954.0
2026-07-31,SKU-MONITOR,1,17,424983.0
2026-07-31,SKU-KEYBOARD,2,37,166463.0
2026-07-31,SKU-MONITOR,2,11,274989.0
2026-08-01,SKU-KEYBOARD,1,37,166463.0
2026-08-01,SKU-MONITOR,1,21,524979.0
2026-08-01,SKU-KEYBOARD,2,21,94479.0
2026-08-01,SKU-MONITOR,2,10,249990.0
2026-08-02,SKU-KEYBOARD,1,35,157465.0
2026-08-02,SKU-MONITOR,1,14,349986.0
2026-08-02,SKU-KEYBOARD,2,19,85481.0
2026-08-02,SKU-MONITOR,2,12,299988.0
2026-08-03,SKU-KEYBOARD,1,21,94479.0
2026-08-03,SKU-MONITOR,1,13,324987.0
2026-08-03,SKU-KEYBOARD,2,15,67485.0
2026-08-03,SKU-MONITOR,2,12,299988.0
2026-08-04,SKU-KEYBOARD,1,22,98978.0
2026-08-04,SKU-MONITOR,1,11,274989.0
2026-08-04,SKU-KEYBOARD,2,22,98978.0
2026-08-04,SKU-MONITOR,2,5,124995.0
2026-08-05,SKU-KEYBOARD,1,26,116974.0
2026-08-05,SKU-MONITOR,1,15,374985.0
2026-08-05,SKU-KEYBOARD,2,12,53988.0
2026-08-05,SKU-MONITOR,2,9,224991.0
2026-08-06,SKU-KEYBOARD,1,26,116974.0
2026-08-06,SKU-MONITOR,1,13,324987.0
2026-08-06,SKU-KEYBOARD,2,14,62986.0
2026-08-06,SKU-MONITOR,2,5,124995.0
2026-08-07,SKU-KEYBOARD,1,36,161964.0
2026-08-07,SKU-MONITOR,1,16,399984.0
2026-08-07,SKU-KEYBOARD,2,26,116974.0
2026-08-07,SKU-MONITOR,2,12,299988.0
2026-08-08,SKU-KEYBOARD,1,31,139469.0
2026-08-08,SKU-MONITOR,1,16,399984.0
2026-08-08,SKU-KEYBOARD,2,26,116974.0
2026-08-08,SKU-MONITOR,2,10,249990.0
2026-08-09,SKU-KEYBOARD,1,42,188958.0
2026-08-09,SKU-MONITOR,1,17,424983.0
2026-08-09,SKU-KEYBOARD,2,20,89980.0
2026-08-09,SKU-MONITOR,2,13,324987.0
2026-08-10,SKU-KEYBOARD,1,21,94479.0
2026-08-10,SKU-MONITOR,1,13,324987.0
2026-08-10,SKU-KEYBOARD,2,23,103477.0
2026-08-10,SKU-MONITOR,2,6,149994.0
2026-08-11,SKU-KEYBOARD,1,29,130471.0
2026-08-11,SKU-MONITOR,1,13,324987.0
2026-08-11,SKU-KEYBOARD,2,22,98978.0
2026-08-11,SKU-MONITOR,2,13,324987.0
2026-08-12,SKU-KEYBOARD,1,41,184459.0
2026-08-12,SKU-MONITOR,1,17,424983.0
2026-08-12,SKU-KEYBOARD,2,27,121473.0
2026-08-12,SKU-MONITOR,2,12,299988.0
2026-08-13,SKU-KEYBOARD,1,41,184459.0
2026-08-13,SKU-MONITOR,1,20,499980.0
2026-08-13,SKU-KEYBOARD,2,32,143968.0
2026-08-13,SKU-MONITOR,2,16,399984.0
2026-08-14,SKU-KEYBOARD,1,56,251944.0
2026-08-14,SKU-MONITOR,1,29,724971.0
2026-08-14,SKU-KEYBOARD,2,41,184459.0
2026-08-14,SKU-MONITOR,2,26,649974.0
2026-08-15,SKU-KEYBOARD,1,59,265441.0
2026-08-15,SKU-MONITOR,1,23,574977.0
2026-08-15,SKU-KEYBOARD,2,37,166463.0
2026-08-15,SKU-MONITOR,2,20,499980.0
2026-08-16,SKU-KEYBOARD,1,55,247445.0
2026-08-16,SKU-MONITOR,1,27,674973.0
2026-08-16,SKU-KEYBOARD,2,44,197956.0
2026-08-16,SKU-MONITOR,2,19,474981.0
2026-08-17,SKU-KEYBOARD,1,38,170962.0
2026-08-17,SKU-MONITOR,1,15,374985.0
2026-08-17,SKU-KEYBOARD,2,29,130471.0
2026-08-17,SKU-MONITOR,2,16,399984.0
2026-08-18,SKU-KEYBOARD,1,43,193457.0
2026-08-18,SKU-MONITOR,1,16,399984.0
2026-08-18,SKU-KEYBOARD,2,32,143968.0
2026-08-18,SKU-MONITOR,2,15,374985.0
2026-08-19,SKU-KEYBOARD,1,22,98978.0
2026-08-19,SKU-MONITOR,1,12,299988.0
2026-08-19,SKU-KEYBOARD,2,19,85481.0
2026-08-19,SKU-MONITOR,2,6,149994.0
2026-08-20,SKU-KEYBOARD,1,27,121473.0
2026-08-20,SKU-MONITOR,1,13,324987.0
2026-08-20,SKU-KEYBOARD,2,23,103477.0
2026-08-20,SKU-MONITOR,2,11,274989.0
2026-08-21,SKU-KEYBOARD,1,29,130471.0
2026-08-21,SKU-MONITOR,1,13,324987.0
2026-08-21,SKU-KEYBOARD,2,27,121473.0
2026-08-21,SKU-MONITOR,2,13,324987.0
2026-08-22,SKU-KEYBOARD,1,36,161964.0
2026-08-22,SKU-MONITOR,1,25,624975.0
2026-08-22,SKU-KEYBOARD,2,28,125972.0
2026-08-22,SKU-MONITOR,2,14,349986.0
2026-08-23,SKU-KEYBOARD,1,38,170962.0
2026-08-23,SKU-MONITOR,1,17,424983.0
2026-08-23,SKU-KEYBOARD,2,24,107976.0
2026-08-23,SKU-MONITOR,2,13,324987.0
2026-08-24,SKU-KEYBOARD,1,22,98978.0
2026-08-24,SKU-MONITOR,1,11,274989.0
2026-08-24,SKU-KEYBOARD,2,17,76483.0
2026-08-24,SKU-MONITOR,2,9,224991.0
2026-08-25,SKU-KEYBOARD,1,35,157465.0
2026-08-25,SKU-MONITOR,1,7,174993.0
2026-08-25,SKU-KEYBOARD,2,21,94479.0
2026-08-25,SKU-MONITOR,2,4,99996.0
2026-08-26,SKU-KEYBOARD,1,30,134970.0
2026-08-26,SKU-MONITOR,1,17,424983.0
2026-08-26,SKU-KEYBOARD,2,24,107976.0
2026-08-26,SKU-MONITOR,2,8,199992.0
2026-08-27,SKU-KEYBOARD,1,29,130471.0
2026-08-27,SKU-MONITOR,1,16,399984.0
2026-08-27,SKU-KEYBOARD,2,20,89980.0
2026-08-27,SKU-MONITOR,2,11,274989.0
2026-08-28,SKU-KEYBOARD,1,43,193457.0
2026-08-28,SKU-MONITOR,1,18,449982.0
2026-08-28,SKU-KEYBOARD,2,40,179960.0
2026-08-28,SKU-MONITOR,2,16,399984.0
2026-08-29,SKU-KEYBOARD,1,35,157465.0
2026-08-29,SKU-MONITOR,1,20,499980.0
2026-08-29,SKU-KEYBOARD,2,29,130471.0
2026-08-29,SKU-MONITOR,2,16,399984.0
2026-08-30,SKU-KEYBOARD,1,40,179960.0
2026-08-30,SKU-MONITOR,1,19,474981.0
2026-08-30,SKU-KEYBOARD,2,34,152966.0
2026-08-30,SKU-MONITOR,2,17,424983.0
2026-08-31,SKU-KEYBOARD,1,27,121473.0
2026-08-31,SKU-MONITOR,1,14,349986.0
2026-08-31,SKU-KEYBOARD,2,21,94479.0
2026-08-31,SKU-MONITOR,2,9,224991.0
2026-09-01,SKU-KEYBOARD,1,32,143968.0
2026-09-01,SKU-MONITOR,1,13,324987.0
2026-09-01,SKU-KEYBOARD,2,14,62986.0
2026-09-01,SKU-MONITOR,2,11,274989.0
2026-09-02,SKU-KEYBOARD,1,34,152966.0
2026-09-02,SKU-MONITOR,1,14,349986.0
2026-09-02,SKU-KEYBOARD,2,13,58487.0
2026-09-02,SKU-MONITOR,2,7,174993.0
2026-09-03,SKU-KEYBOARD,1,30,134970.0
2026-09-03,SKU-MONITOR,1,10,249990.0
2026-09-03,SKU-KEYBOARD,2,20,89980.0
2026-09-03,SKU-MONITOR,2,10,249990.0
2026-09-04,SKU-KEYBOARD,1,30,134970.0
2026-09-04,SKU-MONITOR,1,15,374985.0
2026-09-04,SKU-KEYBOARD,2,12,53988.0
2026-09-04,SKU-MONITOR,2,9,224991.0
2026-09-05,SKU-KEYBOARD,1,33,148467.0
2026-09-05,SKU-MONITOR,1,12,299988.0
2026-09-05,SKU-KEYBOARD,2,32,143968.0
2026-09-05,SKU-MONITOR,2,8,199992.0
2026-09-06,SKU-KEYBOARD,1,32,143968.0
2026-09-06,SKU-MONITOR,1,16,399984.0
2026-09-06,SKU-KEYBOARD,2,31,139469.0
2026-09-06,SKU-MONITOR,2,8,199992.0
2026-09-07,SKU-KEYBOARD,1,30,134970.0
2026-09-07,SKU-MONITOR,1,12,299988.0
2026-09-07,SKU-KEYBOARD,2,15,67485.0
2026-09-07,SKU-MONITOR,2,10,249990.0
2026-09-08,SKU-KEYBOARD,1,26,116974.0
2026-09-08,SKU-MONITOR,1,10,249990.0
2026-09-08,SKU-KEYBOARD,2,19,85481.0
2026-09-08,SKU-MONITOR,2,8,199992.0
2026-09-09,SKU-KEYBOARD,1,26,116974.0
2026-09-09,SKU-MONITOR,1,13,324987.0
2026-09-09,SKU-KEYBOARD,2,25,112475.0
2026-09-09,SKU-MONITOR,2,5,124995.0
2026-09-10,SKU-KEYBOARD,1,34,152966.0
2026-09-10,SKU-MONITOR,1,7,174993.0
2026-09-10,SKU-KEYBOARD,2,18,80982.0
2026-09-10,SKU-MONITOR,2,10,249990.0
2026-09-11,SKU-KEYBOARD,1,35,157465.0
2026-09-11,SKU-MONITOR,1,14,349986.0
2026-09-11,SKU-KEYBOARD,2,24,107976.0
2026-09-11,SKU-MONITOR,2,10,249990.0
2026-09-12,SKU-KEYBOARD,1,32,143968.0
2026-09-12,SKU-MONITOR,1,18,449982.0
2026-09-12,SKU-KEYBOARD,2,27,121473.0
2026-09-12,SKU-MONITOR,2,10,249990.0
2026-09-13,SKU-KEYBOARD,1,38,170962.0
2026-09-13,SKU-MONITOR,1,16,399984.0
2026-09-13,SKU-KEYBOARD,2,28,125972.0
2026-09-13,SKU-MONITOR,2,13,324987.0
2026-09-14,SKU-KEYBOARD,1,22,98978.0
2026-09-14,SKU-MONITOR,1,10,249990.0
2026-09-14,SKU-KEYBOARD,2,22,98978.0
2026-09-14,SKU-MONITOR,2,10,249990.0
2026-09-15,SKU-KEYBOARD,1,25,112475.0
2026-09-15,SKU-MONITOR,1,12,299988.0
2026-09-15,SKU-KEYBOARD,2,24,107976.0
2026-09-15,SKU-MONITOR,2,7,174993.0
2026-09-16,SKU-KEYBOARD,1,27,121473.0
2026-09-16,SKU-MONITOR,1,11,274989.0
2026-09-16,SKU-KEYBOARD,2,18,80982.0
2026-09-16,SKU-MONITOR,2,11,274989.0
2026-09-17,SKU-KEYBOARD,1,29,130471.0
2026-09-17,SKU-MONITOR,1,14,349986.0
2026-09-17,SKU-KEYBOARD,2,24,107976.0
2026-09-17,SKU-MONITOR,2,9,224991.0
2026-09-18,SKU-KEYBOARD,1,37,166463.0
2026-09-18,SKU-MONITOR,1,15,374985.0
2026-09-18,SKU-KEYBOARD,2,27,121473.0
2026-09-18,SKU-MONITOR,2,11,274989.0
2026-09-19,SKU-KEYBOARD,1,35,157465.0
2026-09-19,SKU-MONITOR,1,17,424983.0
2026-09-19,SKU-KEYBOARD,2,22,98978.0
2026-09-19,SKU-MONITOR,2,17,424983.0
2026-09-20,SKU-KEYBOARD,1,30,134970.0
2026-09-20,SKU-MONITOR,1,12,299988.0
2026-09-20,SKU-KEYBOARD,2,30,134970.0
2026-09-20,SKU-MONITOR,2,13,324987.0
2026-09-21,SKU-KEYBOARD,1,28,125972.0
2026-09-21,SKU-MONITOR,1,13,324987.0
2026-09-21,SKU-KEYBOARD,2,19,85481.0
2026-09-21,SKU-MONITOR,2,6,149994.0
2026-09-22,SKU-KEYBOARD,1,26,116974.0
2026-09-22,SKU-MONITOR,1,10,249990.0
2026-09-22,SKU-KEYBOARD,2,23,103477.0
2026-09-22,SKU-MONITOR,2,8,199992.0
2026-09-23,SKU-KEYBOARD,1,22,98978.0
2026-09-23,SKU-MONITOR,1,11,274989.0
2026-09-23,SKU-KEYBOARD,2,20,89980.0
2026-09-23,SKU-MONITOR,2,7,174993.0
2026-09-24,SKU-KEYBOARD,1,22,98978.0
2026-09-24,SKU-MONITOR,1,12,299988.0
2026-09-24,SKU-KEYBOARD,2,20,89980.0
2026-09-24,SKU-MONITOR,2,7,174993.0
2026-09-25,SKU-KEYBOARD,1,32,143968.0
2026-09-25,SKU-MONITOR,1,16,399984.0
2026-09-25,SKU-KEYBOARD,2,19,85481.0
2026-09-25,SKU-MONITOR,2,8,199992.0
2026-09-26,SKU-KEYBOARD,1,40,179960.0
2026-09-26,SKU-MONITOR,1,19,474981.0
2026-09-26,SKU-KEYBOARD,2,33,148467.0
2026-09-26,SKU-MONITOR,2,18,449982.0
2026-09-27,SKU-KEYBOARD,1,46,206954.0
2026-09-27,SKU-MONITOR,1,19,474981.0
2026-09-27,SKU-KEYBOARD,2,31,139469.0
2026-09-27,SKU-MONITOR,2,12,299988.0
2026-09-28,SKU-KEYBOARD,1,32,143968.0
2026-09-28,SKU-MONITOR,1,14,349986.0
2026-09-28,SKU-KEYBOARD,2,25,112475.0
2026-09-28,SKU-MONITOR,2,9,224991.0
2026-09-29,SKU-KEYBOARD,1,34,152966.0
2026-09-29,SKU-MONITOR,1,18,449982.0
2026-09-29,SKU-KEYBOARD,2,23,103477.0
2026-09-29,SKU-MONITOR,2,12,299988.0
2026-09-30,SKU-KEYBOARD,1,34,152966.0
2026-09-30,SKU-MONITOR,1,13,324987.0
2026-09-30,SKU-KEYBOARD,2,24,107976.0
2026-09-30,SKU-MONITOR,2,11,274989.0
