date,sku_code,store_id,units_sold,revenue
2026-04-13,SKU-KEYBOARD,1,24,107976.0
2026-04-13,SKU-MONITOR,1,6,149994.0
2026-04-13,SKU-KEYBOARD,2,18,80982.0
2026-04-13,SKU-MONITOR,2,7,174993.0
2026-04-14,SKU-KEYBOARD,1,20,89980.0
2026-04-14,SKU-MONITOR,1,12,299988.0
2026-04-14,SKU-KEYBOARD,2,21,94479.0
2026-04-14,SKU-MONITOR,2,10,249990.0
2026-04-15,SKU-KEYBOARD,1,20,89980.0
2026-04-15,SKU-MONITOR,1,10,249990.0
2026-04-15,SKU-KEYBOARD,2,18,80982.0
2026-04-15,SKU-MONITOR,2,10,249990.0
2026-04-16,SKU-KEYBOARD,1,21,94479.0
2026-04-16,SKU-MONITOR,1,10,249990.0
2026-04-16,SKU-KEYBOARD,2,13,58487.0
2026-04-16,SKU-MONITOR,2,5,124995.0
2026-04-17,SKU-KEYBOARD,1,34,152966.0
2026-04-17,SKU-MONITOR,1,17,424983.0
2026-04-17,SKU-KEYBOARD,2,23,103477.0
2026-04-17,SKU-MONITOR,2,13,324987.0
2026-04-18,SKU-KEYBOARD,1,32,143968.0
2026-04-18,SKU-MONITOR,1,12,299988.0
2026-04-18,SKU-KEYBOARD,2,24,107976.0
2026-04-18,SKU-MONITOR,2,14,349986.0
2026-04-19,SKU-KEYBOARD,1,31,139469.0
2026-04-19,SKU-MONITOR,1,18,449982.0
2026-04-19,SKU-KEYBOARD,2,12,53988.0
2026-04-19,SKU-MONITOR,2,12,299988.0
2026-04-20,SKU-KEYBOARD,1,23,103477.0
2026-04-20,SKU-MONITOR,1,10,249990.0
2026-04-20,SKU-KEYBOARD,2,17,76483.0
2026-04-20,SKU-MONITOR,2,3,74997.0
2026-04-21,SKU-KEYBOARD,1,22,98978.0
2026-04-21,SKU-MONITOR,1,11,274989.0
2026-04-21,SKU-KEYBOARD,2,23,103477.0
2026-04-21,SKU-MONITOR,2,6,149994.0
2026-04-22,SKU-KEYBOARD,1,20,89980.0
2026-04-22,SKU-MONITOR,1,9,224991.0
2026-04-22,SKU-KEYBOARD,2,21,94479.0
2026-04-22,SKU-MONITOR,2,8,199992.0
2026-04-23,SKU-KEYBOARD,1,21,94479.0
2026-04-23,SKU-MONITOR,1,12,299988.0
2026-04-23,SKU-KEYBOARD,2,17,76483.0
2026-04-23,SKU-MONITOR,2,10,249990.0
2026-04-24,SKU-KEYBOARD,1,28,125972.0
2026-04-24,SKU-MONITOR,1,13,324987.0
2026-04-24,SKU-KEYBOARD,2,21,94479.0
2026-04-24,SKU-MONITOR,2,7,174993.0
2026-04-25,SKU-KEYBOARD,1,32,143968.0
2026-04-25,SKU-MONITOR,1,15,374985.0
2026-04-25,SKU-KEYBOARD,2,23,103477.0
2026-04-25,SKU-MONITOR,2,10,249990.0
2026-04-26,SKU-KEYBOARD,1,33,148467.0
2026-04-26,SKU-MONITOR,1,16,399984.0
2026-04-26,SKU-KEYBOARD,2,27,121473.0
2026-04-26,SKU-MONITOR,2,11,274989.0
2026-04-27,SKU-KEYBOARD,1,28,125972.0
2026-04-27,SKU-MONITOR,1,14,349986.0
2026-04-27,SKU-KEYBOARD,2,29,130471.0
2026-04-27,SKU-MONITOR,2,10,249990.0
2026-04-28,SKU-KEYBOARD,1,30,134970.0
2026-04-28,SKU-MONITOR,1,13,324987.0
2026-04-28,SKU-KEYBOARD,2,14,62986.0
2026-04-28,SKU-MONITOR,2,9,224991.0
2026-04-29,SKU-KEYBOARD,1,29,130471.0
2026-04-29,SKU-MONITOR,1,19,474981.0
2026-04-29,SKU-KEYBOARD,2,20,89980.0
2026-04-29,SKU-MONITOR,2,10,249990.0
2026-04-30,SKU-KEYBOARD,1,29,130471.0
2026-04-30,SKU-MONITOR,1,10,249990.0
2026-04-30,SKU-KEYBOARD,2,26,116974.0
2026-04-30,SKU-MONITOR,2,11,274989.0
2026-05-01,SKU-KEYBOARD,1,34,152966.0
2026-05-01,SKU-MONITOR,1,12,299988.0
2026-05-01,SKU-KEYBOARD,2,29,130471.0
2026-05-01,SKU-MONITOR,2,7,174993.0
2026-05-02,SKU-KEYBOARD,1,33,148467.0
2026-05-02,SKU-MONITOR,1,19,474981.0
2026-05-02,SKU-KEYBOARD,2,19,85481.0
2026-05-02,SKU-MONITOR,2,9,224991.0
2026-05-03,SKU-KEYBOARD,1,31,139469.0
2026-05-03,SKU-MONITOR,1,13,324987.0
2026-05-03,SKU-KEYBOARD,2,17,76483.0
2026-05-03,SKU-MONITOR,2,10,249990.0
2026-05-04,SKU-KEYBOARD,1,19,85481.0
2026-05-04,SKU-MONITOR,1,12,299988.0
2026-05-04,SKU-KEYBOARD,2,13,58487.0
2026-05-04,SKU-MONITOR,2,12,299988.0
2026-05-05,SKU-KEYBOARD,1,20,89980.0
2026-05-05,SKU-MONITOR,1,10,249990.0
2026-05-05,SKU-KEYBOARD,2,20,89980.0
2026-05-05,SKU-MONITOR,2,5,124995.0
2026-05-06,SKU-KEYBOARD,1,24,107976.0
2026-05-06,SKU-MONITOR,1,14,349986.0
2026-05-06,SKU-KEYBOARD,2,11,49489.0
2026-05-06,SKU-MONITOR,2,8,199992.0
2026-05-07,SKU-KEYBOARD,1,24,107976.0
2026-05-07,SKU-MONITOR,1,12,299988.0
2026-05-07,SKU-KEYBOARD,2,12,53988.0
2026-05-07,SKU-MONITOR,2,4,99996.0
2026-05-08,SKU-KEYBOARD,1,33,148467.0
2026-05-08,SKU-MONITOR,1,15,374985.0
2026-05-08,SKU-KEYBOARD,2,24,107976.0
2026-05-08,SKU-MONITOR,2,11,274989.0
2026-05-09,SKU-KEYBOARD,1,28,125972.0
2026-05-09,SKU-MONITOR,1,15,374985.0
2026-05-09,SKU-KEYBOARD,2,24,107976.0
2026-05-09,SKU-MONITOR,2,9,224991.0
2026-05-10,SKU-KEYBOARD,1,57,256443.0
2026-05-10,SKU-MONITOR,1,24,599976.0
2026-05-10,SKU-KEYBOARD,2,32,143968.0
2026-05-10,SKU-MONITOR,2,18,449982.0
2026-05-11,SKU-KEYBOARD,1,33,148467.0
2026-05-11,SKU-MONITOR,1,19,474981.0
2026-05-11,SKU-KEYBOARD,2,32,143968.0
2026-05-11,SKU-MONITOR,2,10,249990.0
2026-05-12,SKU-KEYBOARD,1,41,184459.0
2026-05-12,SKU-MONITOR,1,18,449982.0
2026-05-12,SKU-KEYBOARD,2,30,134970.0
2026-05-12,SKU-MONITOR,2,17,424983.0
2026-05-13,SKU-KEYBOARD,1,36,161964.0
2026-05-13,SKU-MONITOR,1,15,374985.0
2026-05-13,SKU-KEYBOARD,2,24,107976.0
2026-05-13,SKU-MONITOR,2,10,249990.0
2026-05-14,SKU-KEYBOARD,1,36,161964.0
2026-05-14,SKU-MONITOR,1,17,424983.0
2026-05-14,SKU-KEYBOARD,2,28,125972.0
2026-05-14,SKU-MONITOR,2,14,349986.0
2026-05-15,SKU-KEYBOARD,1,50,224950.0
2026-05-15,SKU-MONITOR,1,26,649974.0
2026-05-15,SKU-KEYBOARD,2,36,161964.0
2026-05-15,SKU-MONITOR,2,23,574977.0
2026-05-16,SKU-KEYBOARD,1,34,152966.0
2026-05-16,SKU-MONITOR,1,12,299988.0
2026-05-16,SKU-KEYBOARD,2,19,85481.0
2026-05-16,SKU-MONITOR,2,12,299988.0
2026-05-17,SKU-KEYBOARD,1,30,134970.0
2026-05-17,SKU-MONITOR,1,16,399984.0
2026-05-17,SKU-KEYBOARD,2,25,112475.0
2026-05-17,SKU-MONITOR,2,10,249990.0
2026-05-18,SKU-KEYBOARD,1,20,89980.0
2026-05-18,SKU-MONITOR,1,7,174993.0
2026-05-18,SKU-KEYBOARD,2,15,67485.0
2026-05-18,SKU-MONITOR,2,10,249990.0
2026-05-19,SKU-KEYBOARD,1,24,107976.0
2026-05-19,SKU-MONITOR,1,7,174993.0
2026-05-19,SKU-KEYBOARD,2,18,80982.0
2026-05-19,SKU-MONITOR,2,9,224991.0
2026-05-20,SKU-KEYBOARD,1,19,85481.0
2026-05-20,SKU-MONITOR,1,11,274989.0
2026-05-20,SKU-KEYBOARD,2,17,76483.0
2026-05-20,SKU-MONITOR,2,5,124995.0
2026-05-21,SKU-KEYBOARD,1,24,107976.0
2026-05-21,SKU-MONITOR,1,12,299988.0
2026-05-21,SKU-KEYBOARD,2,21,94479.0
2026-05-21,SKU-MONITOR,2,10,249990.0
2026-05-22,SKU-KEYBOARD,1,26,116974.0
2026-05-22,SKU-MONITOR,1,12,299988.0
2026-05-22,SKU-KEYBOARD,2,25,112475.0
2026-05-22,SKU-MONITOR,2,12,299988.0
2026-05-23,SKU-KEYBOARD,1,33,148467.0
2026-05-23,SKU-MONITOR,1,24,599976.0
2026-05-23,SKU-KEYBOARD,2,25,112475.0
2026-05-23,SKU-MONITOR,2,13,324987.0
2026-05-24,SKU-KEYBOARD,1,35,157465.0
2026-05-24,SKU-MONITOR,1,16,399984.0
2026-05-24,SKU-KEYBOARD,2,22,98978.0
2026-05-24,SKU-MONITOR,2,12,299988.0
2026-05-25,SKU-KEYBOARD,1,20,89980.0
2026-05-25,SKU-MONITOR,1,10,249990.0
2026-05-25,SKU-KEYBOARD,2,15,67485.0
2026-05-25,SKU-MONITOR,2,8,199992.0
2026-05-26,SKU-KEYBOARD,1,38,170962.0
2026-05-26,SKU-MONITOR,1,8,199992.0
2026-05-26,SKU-KEYBOARD,2,24,107976.0
2026-05-26,SKU-MONITOR,2,6,149994.0
2026-05-27,SKU-KEYBOARD,1,27,121473.0
2026-05-27,SKU-MONITOR,1,16,399984.0
2026-05-27,SKU-KEYBOARD,2,22,98978.0
2026-05-27,SKU-MONITOR,2,7,174993.0
2026-05-28,SKU-KEYBOARD,1,26,116974.0
2026-05-28,SKU-MONITOR,1,15,374985.0
2026-05-28,SKU-KEYBOARD,2,18,80982.0
2026-05-28,SKU-MONITOR,2,10,249990.0
2026-05-29,SKU-KEYBOARD,1,39,175461.0
2026-05-29,SKU-MONITOR,1,16,399984.0
2026-05-29,SKU-KEYBOARD,2,37,166463.0
2026-05-29,SKU-MONITOR,2,14,349986.0
2026-05-30,SKU-KEYBOARD,1,31,139469.0
2026-05-30,SKU-MONITOR,1,18,449982.0
2026-05-30,SKU-KEYBOARD,2,26,116974.0
2026-05-30,SKU-MONITOR,2,15,374985.0
2026-05-31,SKU-KEYBOARD,1,36,161964.0
2026-05-31,SKU-MONITOR,1,17,424983.0
2026-05-31,SKU-KEYBOARD,2,31,139469.0
2026-05-31,SKU-MONITOR,2,15,374985.0
2026-06-01,SKU-KEYBOARD,1,18,80982.0
2026-06-01,SKU-MONITOR,1,10,249990.0
2026-06-01,SKU-KEYBOARD,2,15,67485.0
2026-06-01,SKU-MONITOR,2,6,149994.0
2026-06-02,SKU-KEYBOARD,1,30,134970.0
2026-06-02,SKU-MONITOR,1,11,274989.0
2026-06-02,SKU-KEYBOARD,2,12,53988.0
2026-06-02,SKU-MONITOR,2,10,249990.0
2026-06-03,SKU-KEYBOARD,1,31,139469.0
2026-06-03,SKU-MONITOR,1,13,324987.0
2026-06-03,SKU-KEYBOARD,2,11,49489.0
2026-06-03,SKU-MONITOR,2,6,149994.0
2026-06-04,SKU-KEYBOARD,1,28,125972.0
2026-06-04,SKU-MONITOR,1,9,224991.0
2026-06-04,SKU-KEYBOARD,2,19,85481.0
2026-06-04,SKU-MONITOR,2,10,249990.0
2026-06-05,SKU-KEYBOARD,1,27,121473.0
2026-06-05,SKU-MONITOR,1,14,349986.0
2026-06-05,SKU-KEYBOARD,2,10,44990.0
2026-06-05,SKU-MONITOR,2,8,199992.0
2026-06-06,SKU-KEYBOARD,1,30,134970.0
2026-06-06,SKU-MONITOR,1,11,274989.0
2026-06-06,SKU-KEYBOARD,2,29,130471.0
2026-06-06,SKU-MONITOR,2,7,174993.0
2026-06-07,SKU-KEYBOARD,1,29,130471.0
2026-06-07,SKU-MONITOR,1,14,349986.0
2026-06-07,SKU-KEYBOARD,2,29,130471.0
2026-06-07,SKU-MONITOR,2,7,174993.0
2026-06-08,SKU-KEYBOARD,1,28,125972.0
2026-06-08,SKU-MONITOR,1,10,249990.0
2026-06-08,SKU-KEYBOARD,2,13,58487.0
2026-06-08,SKU-MONITOR,2,9,224991.0
2026-06-09,SKU-KEYBOARD,1,24,107976.0
2026-06-09,SKU-MONITOR,1,9,224991.0
2026-06-09,SKU-KEYBOARD,2,17,76483.0
2026-06-09,SKU-MONITOR,2,7,174993.0
2026-06-10,SKU-KEYBOARD,1,23,103477.0
2026-06-10,SKU-MONITOR,1,12,299988.0
2026-06-10,SKU-KEYBOARD,2,23,103477.0
2026-06-10,SKU-MONITOR,2,5,124995.0
2026-06-11,SKU-KEYBOARD,1,32,143968.0
2026-06-11,SKU-MONITOR,1,5,124995.0
2026-06-11,SKU-KEYBOARD,2,16,71984.0
2026-06-11,SKU-MONITOR,2,9,224991.0
2026-06-12,SKU-KEYBOARD,1,32,143968.0
2026-06-12,SKU-MONITOR,1,12,299988.0
2026-06-12,SKU-KEYBOARD,2,22,98978.0
2026-06-12,SKU-MONITOR,2,9,224991.0
2026-06-13,SKU-KEYBOARD,1,29,130471.0
2026-06-13,SKU-MONITOR,1,16,399984.0
2026-06-13,SKU-KEYBOARD,2,24,107976.0
2026-06-13,SKU-MONITOR,2,9,224991.0
2026-06-14,SKU-KEYBOARD,1,35,157465.0
2026-06-14,SKU-MONITOR,1,15,374985.0
2026-06-14,SKU-KEYBOARD,2,26,116974.0
2026-06-14,SKU-MONITOR,2,12,299988.0
2026-06-15,SKU-KEYBOARD,1,20,89980.0
2026-06-15,SKU-MONITOR,1,9,224991.0
2026-06-15,SKU-KEYBOARD,2,20,89980.0
2026-06-15,SKU-MONITOR,2,9,224991.0
2026-06-16,SKU-KEYBOARD,1,23,103477.0
2026-06-16,SKU-MONITOR,1,11,274989.0
2026-06-16,SKU-KEYBOARD,2,22,98978.0
2026-06-16,SKU-MONITOR,2,6,149994.0
2026-06-17,SKU-KEYBOARD,1,25,112475.0
2026-06-17,SKU-MONITOR,1,10,249990.0
2026-06-17,SKU-KEYBOARD,2,16,71984.0
2026-06-17,SKU-MONITOR,2,10,249990.0
2026-06-18,SKU-KEYBOARD,1,26,116974.0
2026-06-18,SKU-MONITOR,1,12,299988.0
2026-06-18,SKU-KEYBOARD,2,22,98978.0
2026-06-18,SKU-MONITOR,2,8,199992.0
2026-06-19,SKU-KEYBOARD,1,34,152966.0
2026-06-19,SKU-MONITOR,1,13,324987.0
2026-06-19,SKU-KEYBOARD,2,24,107976.0
2026-06-19,SKU-MONITOR,2,10,249990.0
2026-06-20,SKU-KEYBOARD,1,31,139469.0
2026-06-20,SKU-MONITOR,1,15,374985.0
2026-06-20,SKU-KEYBOARD,2,20,89980.0
2026-06-20,SKU-MONITOR,2,16,399984.0
2026-06-21,SKU-KEYBOARD,1,27,121473.0
2026-06-21,SKU-MONITOR,1,11,274989.0
2026-06-21,SKU-KEYBOARD,2,28,125972.0
2026-06-21,SKU-MONITOR,2,12,299988.0
2026-06-22,SKU-KEYBOARD,1,25,112475.0
2026-06-22,SKU-MONITOR,1,12,299988.0
2026-06-22,SKU-KEYBOARD,2,17,76483.0
2026-06-22,SKU-MONITOR,2,5,124995.0
2026-06-23,SKU-KEYBOARD,1,23,103477.0
2026-06-23,SKU-MONITOR,1,9,224991.0
2026-06-23,SKU-KEYBOARD,2,21,94479.0
2026-06-23,SKU-MONITOR,2,7,174993.0
2026-06-24,SKU-KEYBOARD,1,20,89980.0
2026-06-24,SKU-MONITOR,1,10,249990.0
2026-06-24,SKU-KEYBOARD,2,19,85481.0
2026-06-24,SKU-MONITOR,2,6,149994.0
2026-06-25,SKU-KEYBOARD,1,20,89980.0
2026-06-25,SKU-MONITOR,1,11,274989.0
2026-06-25,SKU-KEYBOARD,2,18,80982.0
2026-06-25,SKU-MONITOR,2,6,149994.0
2026-06-26,SKU-KEYBOARD,1,37,166463.0
2026-06-26,SKU-MONITOR,1,18,449982.0
2026-06-26,SKU-KEYBOARD,2,23,103477.0
2026-06-26,SKU-MONITOR,2,9,224991.0
2026-06-27,SKU-KEYBOARD,1,36,161964.0
2026-06-27,SKU-MONITOR,1,17,424983.0
2026-06-27,SKU-KEYBOARD,2,30,134970.0
2026-06-27,SKU-MONITOR,2,17,424983.0
2026-06-28,SKU-KEYBOARD,1,42,188958.0
2026-06-28,SKU-MONITOR,1,17,424983.0
2026-06-28,SKU-KEYBOARD,2,29,130471.0
2026-06-28,SKU-MONITOR,2,10,249990.0
2026-06-29,SKU-KEYBOARD,1,29,130471.0
2026-06-29,SKU-MONITOR,1,12,299988.0
2026-06-29,SKU-KEYBOARD,2,23,103477.0
2026-06-29,SKU-MONITOR,2,7,174993.0
2026-06-30,SKU-KEYBOARD,1,31,139469.0
2026-06-30,SKU-MONITOR,1,17,424983.0
2026-06-30,SKU-KEYBOARD,2,21,94479.0
2026-06-30,SKU-MONITOR,2,11,274989.0
